isbn13,title,authors,publication_date
9780767926034,The Da Vinci Code,Dan Brown,3/28/2006
9782266144346,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,5/3/2005
9781416524809,Deception Point,Dan Brown,4/1/2006
9780552151764,Deception Point,Dan Brown,5/1/2004
9780593055076,Deception Point,Dan Brown,8/1/2005
9780786016068,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,2/1/2005
9780671015206,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,10/1/1998
9781585424337,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,9/1/2005
9781932429237,Think and Grow Rich,Napoleon Hill,8/7/2004
9780977616657,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,6/7/2006
9781563410901,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,6/1/2005
9780345479174,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,12/28/2004
9780451205360,The Richest Man in Babylon,George S. Clason,2/1/2008
9781419349997,The Richest Man in Babylon,George S. Clason,6/17/2005
9781400098033,Shibumi,Trevanian/Gisela Stege,5/10/2005
9780743226721,1776,David McCullough,7/4/2006
9780140481396,1776,Peter  Stone/Sherman Edwards,11/18/1976
9780226014906,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,7/15/2000
9781416500186,The Good Earth (House of Earth  #1),Pearl S. Buck,3/4/2009
9780310258971,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3/15/2005
9780060838584,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,7/5/2005
9780141006871,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,4/4/2002
9780812968064,Snow Flower and the Secret Fan,Lisa See,2/21/2006
9780385340540,The Broker,John Grisham,9/26/2006
9780394720241,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,7/12/1975
9780345480606,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,7/25/2006
9780060193393,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,6/10/1999
9781579546014,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,4/1/2005
9780972018418,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,11/26/2003
9780471743675,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,10/1/2005
9780471430452,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4/18/2003
9780805431575,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,5/15/2005
9780679838869,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,2/16/1993
9780373250714,Monkey Business,Sarah Mlynowski,9/24/2004
9780140143454,Liar's Poker,Michael   Lewis,10/1/1990
9780802732293,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,6/1/1993
694055000612,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,3/1/2001
9780307238276,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,4/4/2006
9781400052585,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,2/22/2005
9780307346582,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4/3/2007
9781400052387,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,9/26/2006
9780609609972,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,3/25/2003
9781400052370,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,10/1/2004
9780061234002,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,10/17/2006
9788466625128,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,8/1/2006
9780061245138,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,12/8/2006
9780399153594,The Last Assassin (John Rain  #5),Barry Eisler,6/1/2006
9780156030205,Life of Pi,Yann Martel,5/3/2004
9780828808392,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,11/24/2005
9780140285970,Shadows and Wind: A View of Modern Vietnam,Robert Templer,9/1/1999
9780307276902,A Million Little Pieces,James Frey,9/22/2005
9781411677319,A Million Little Pieces of Feces,Python Bonkers,2/10/2006
9780061171468,A Million Little Lies,James Pinocchio/Pablo Fenjves,3/28/2006
9780787968335,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,8/7/2003
9780446394598,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,2/1/1993
9780131494848,Leadership in Organizations,Gary Yukl,7/7/2005
9780316861014,Leadership,Rudolph W. Giuliani,10/1/2002
9780060574215,Men Are from Mars  Women Are from Venus,John Gray,4/3/2012
9780060192778,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,10/21/1998
9780061232053,Men Are from Mars  Women Are from Venus,John Gray,4/3/2007
9780735200302,How to Succeed with Women,Ron  Louis/David Copeland,10/29/1998
9780553381672,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,6/25/2002
9780517542026,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,5/4/1980
9780393324815,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,3/17/2004
9780744005615,Juiced Official Strategy Guide,Doug Walsh,6/1/2005
9780140280197,The 48 Laws of Power,Robert Greene/Joost Elffers,9/1/2000
9780553383683,Gates of Fire,Steven Pressfield,9/27/2005
9780553295412,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,3/1/1992
9780812590104,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,6/18/2001
9780385516419,The Afghan Campaign,Steven Pressfield,7/1/2006
9780553381399,Tides of War,Steven Pressfield,8/28/2001
9780553382044,Last of the Amazons,Steven Pressfield,7/1/2003
9780446691437,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4/1/2003
9780826413017,Gita on the Green,Stephen J. Rosen/Steven Pressfield,5/30/2002
9780811701648,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,4/24/2006
9780140442755,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,1/30/1973
9780192802774,Phaedrus,Plato/Robin Waterfield,1/16/2003
9780140449747,Phaedrus,Plato/C.J. Rowe,8/25/2005
9780879756321,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,12/1/1991
9781890318239,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,2/11/2019
9780872207882,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,6/15/2006
9780801435300,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,9/1/1998
9780872204621,Statesman,Plato/C.J. Rowe,3/15/1999
9780140449044,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,1/29/2004
9780140449082,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,1/30/2003
9780140446388,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,9/1/1954
9780879757779,The History (Great Minds),Herodotus/Henry Francis Cary,11/1/1992
9780192824257,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,11/19/1998
9780140440348,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,8/30/1970
9780393959468,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,1/17/1992
9780375400612,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3/25/1997
9780226327709,The History,Herodotus/Peter Grene,3/14/1987
9780140275360,The Iliad,Homer/Robert Fagles/Bernard Knox,4/29/1999
9780872203525,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3/12/1997
9780374529055,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,4/3/2004
9780147712554,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,11/1/1999
9780140447941,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,1/30/2003
9780451527370,The Iliad,Homer/W.H.D. Rouse,8/1/1999
9780872205420,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,9/15/2000
9780143039952,The Odyssey,Homer/Robert Fagles/Bernard Knox,11/30/2006
9780374525743,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,11/5/1998
9780060931957,The Odyssey,Homer/Richmond Lattimore,6/1/1999
9780140449112,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,1/30/2003
9780451527363,The Odyssey,Homer/W.H.D. Rouse,8/1/1999
9780865165847,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,1/1/2001
9780674995833,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,10/1/1999
9781891190230,City Eclogue,Ed Roberson,1/30/2006
9780192837684,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,9/2/1999
9781558321250,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,12/3/1997
9780141000589,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,11/7/2002
9780517092941,The Complete Works,William Shakespeare,10/13/1991
9780521618748,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,8/1/2005
9781557831576,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,2/1/1994
9780062512796,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,5/1/1995
9780062513342,The Valkyries,Paulo Coelho/Alan R. Clarke,9/28/1996
9780060527983,Warrior of the Light,Paulo Coelho,3/30/2004
9780060832810,The Zahir,Paulo Coelho/Margaret Jull Costa,7/3/2006
9780061122095,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,5/23/2006
9780060930134,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,4/26/2000
9780061124266,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,6/1/2006
9780140714548,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,12/1/2001
9780764586033,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,5/30/2000
9780764585685,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,5/29/2000
9780879232153,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,3/24/2015
9780674991200,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,1/1/1919
9780872201682,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,10/1/1993
9780674991224,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,1/1/1921
9780872203945,The Peloponnesian War,Thucydides/Steven Lattimore,6/1/1998
9780393971675,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,7/17/1998
9780674991873,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,1/1/1923
9780929524351,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,1/30/1989
9780226307800,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,2/15/1955
9780226307848,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,1/15/1969
9780226307831,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,11/15/1968
9781590171806,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,8/1/2006
9780553213638,Ten Plays,Euripides/Moses Hadas/John Maclean,8/1/1990
9780226307824,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,1/15/1992
9780226307817,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4/15/2002
9780140449297,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,3/27/2003
9780674995604,Cyclops / Alcestis / Medea,Euripides/David Kovacs,1/1/1994
9780521643863,Medea,Euripides/Donald J. Mastronarde,9/16/2002
9780140447262,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,1/26/2006
9780195125986,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,2/22/2001
9780413752802,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,11/9/2000
9780486424620,The Trojan Women and Hippolytus,Euripides,7/17/2002
9780393325836,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,7/17/2004
9780192832603,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,12/20/2001
9780674995338,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,2/15/1995
9780195061666,Alcestis,Euripides/William Arrowsmith,2/1/1990
9780674995666,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,9/1/1998
9780195145663,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,8/10/2006
9780715631874,Euripides: Medea,William Allan,10/31/2002
9780822004240,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,9/13/1965
9780674995741,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,12/1/1999
9780674996007,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,6/15/2002
9780715629949,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,3/9/2006
9780226307664,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,8/1/1992
9780226307787,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,5/15/1969
9780226307947,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,2/1/1992
9780195135923,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,10/7/2004
9780140443332,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,2/7/1984
9780872203907,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,9/15/1998
9780140441123,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,8/30/1961
9780374527051,The Oresteia,Aeschylus/Ted Hughes,9/4/2004
9780812216271,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,11/1/1997
9780226307640,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,8/1/1992
9780521539814,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,1/22/2004
9781400041923,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,1/20/2004
9780812216714,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,1/1/1998
9780486292427,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,9/24/1996
9781419150012,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,6/17/2004
9780226307862,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,5/15/1969
9780452011670,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,5/1/1996
9780451527844,The Complete Plays,Sophocles/Paul Roche,3/1/2001
9780156027649,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,11/1/2002
9780140444254,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,1/3/2000
9780872205857,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3/15/2003
9780679431329,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,10/18/1994
9780140440287,Electra and Other Plays,Sophocles/E.F. Watling,4/30/1953
9780192835888,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,9/17/1998
9781580495936,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,6/22/2006
9780451621603,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,9/1/1958
9780521617352,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,8/1/2006
9781416500339,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,7/1/2005
9780452007178,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,11/1/1984
9780415907446,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,8/27/1996
9780553213430,The Complete Plays,Aristophanes/Moses Hadas,3/1/1984
9780812234565,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,1/29/1998
9780872203617,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,9/15/1998
9780140448146,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,1/30/2003
9781585100873,Acharnians,Aristophanes/Jeffrey Henderson,5/1/2003
9780199120093,Clouds,Aristophanes/Kenneth James Dover,12/15/1969
9780674995376,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,12/15/1998
9780140441529,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,2/28/1964
9780156027656,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,1/6/2003
9780674995963,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,5/1/2002
49086007763,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,12/29/1983
9780198721598,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,10/1/1995
